University Rank,Name of University,Location,No of student,No of student per staff,International Student,Female:Male Ratio,OverAll Score,Teaching Score,Research Score,Citations Score,Industry Income Score,International Outlook Score,Latitude,Longitude
201–250,George Washington University,United States,"22,298",12.9,15%,62:38:00,51.2–54.3,47.0,32.8,83.2,38.7,56.9,38.8997,-77.0486
201–250,University of Gothenburg,Sweden,"20,891",10.7,12%,,51.2–54.3,29.3,43.6,87.9,47.1,65.1,57.6984,11.9716
201–250,University of Hohenheim,Germany,"8,714",39.7,14%,58:42:00,51.2–54.3,33.6,32.2,95.2,49.6,55.8,48.7112,9.2124
201–250,Humanitas University,,"1,823",19.0,18%,59:41:00,51.2–54.3,28.3,28.8,99.7,39.4,62.9,45.3697,9.1712
201–250,King Fahd University of Petroleum and Minerals,Saudi Arabia,"7,268",8.6,10%,0.151388889,51.2–54.3,31.4,35.9,80.3,91.8,76.7,26.3071,50.1459
201–250,University of Konstanz,Germany,"5,758",24.2,12%,60:40:00,51.2–54.3,42.0,46.4,62.9,62.6,67.9,47.6899,9.1879
201–250,Korea University,,"22,507",15.8,27%,,51.2–54.3,46.8,48.7,61.5,95.3,55.8,37.5894,127.0325
201–250,Université Libre de Bruxelles,Belgium,"28,290",49.3,31%,57:43:00,51.2–54.3,32.6,44.1,77.3,44.8,88.9,50.8132,4.3822
201–250,University of Luxembourg,Luxembourg,"5,185",19.3,51%,53:47:00,51.2–54.3,38.2,39.8,64.5,51.2,99.4,49.5046,5.9484
201–250,University of Macau,,"10,460",15.4,39%,55:45:00,51.2–54.3,31.6,36.0,78.5,44.2,99.3,22.13,113.5458
201–250,Macau University of Science and Technology,,"11,993",38.1,91%,57:43:00,51.2–54.3,35.4,30.7,79.2,50.1,99.7,22.1526,113.5677
201–250,Medical University of Innsbruck,Austria,"3,244",12.9,43%,54:46:00,51.2–54.3,29.9,30.2,88.8,95.3,88.4,47.2597,11.387
201–250,University of Newcastle,Australia,"24,363",29.5,18%,57:43:00,51.2–54.3,30.0,35.8,79.3,61.9,84.3,-32.8928,151.7042
201–250,University of Notre Dame,United States,"12,401",10.9,13%,46:54:00,51.2–54.3,51.0,40.5,67.7,39.7,59.3,41.7051,-86.2355
201–250,University of Padua,Italy,"48,524",29.3,8%,55:45:00,51.2–54.3,47.2,36.5,80.9,46.4,49.3,45.4067,11.8772
201–250,University of Potsdam,Germany,"14,993",39.6,14%,57:43:00,51.2–54.3,39.2,44.6,70.4,60.2,59.6,52.401,13.0119
201–250,Qatar University,Qatar,"9,084",8.8,35%,77:23:00,51.2–54.3,27.0,38.7,79.6,61.4,98.9,25.3793,51.4879
201–250,Queensland University of Technology,,"35,278",37.9,17%,53:47:00,51.2–54.3,29.2,39.7,86.0,50.1,83.9,-27.4774,153.0282
201–250,RCSI University of Medicine and Health Sciences,,"2,563",24.2,70%,,51.2–54.3,31.4,37.3,76.9,50.7,94.7,53.3391,-6.2629
201–250,Rutgers University – New Brunswick,United States,"46,158",10.9,17%,53:47:00,51.2–54.3,43.5,43.6,73.0,43.1,53.9,40.5008,-74.4474
201–250,"St George’s, University of London",United Kingdom,"3,490",13.2,20%,64:36:00,51.2–54.3,20.4,28.3,99.9,40.5,74.9,51.427,-0.1739
201–250,Sant’Anna School of Advanced Studies – Pisa,,"1,100",14.0,19%,41:59:00,51.2–54.3,43.3,40.2,69.4,81.0,56.7,43.721,10.4028
201–250,University of São Paulo,Brazil,"82,010",15.9,4%,47:53:00,51.2–54.3,54.5,61.5,43.3,43.0,37.2,-23.5614,-46.7308
201–250,Sapienza University of Rome,Italy,"72,604",28.2,10%,60:40:00,51.2–54.3,52.4,44.9,67.7,53.0,43.5,41.9038,12.5144
201–250,Semmelweis University,,"9,860",12.2,34%,69:31:00,51.2–54.3,44.7,18.0,87.9,43.3,77.1,,
201–250,University of South Florida,United States,"39,907",18.6,13%,,51.2–54.3,31.1,36.9,85.1,85.0,56.2,28.0587,-82.4139
201–250,University of St Andrews,United Kingdom,"9,770",12.3,47%,59:41:00,51.2–54.3,40.0,41.4,67.8,38.9,94.9,56.3417,-2.7943
201–250,University of Surrey,United Kingdom,"14,960",16.9,36%,53:47:00,51.2–54.3,31.3,33.9,79.5,45.8,94.8,51.2431,-0.5895
201–250,University of Sussex,United Kingdom,"17,790",17.4,37%,55:45:00,51.2–54.3,28.0,34.2,89.0,39.0,93.1,50.8677,-0.0875
201–250,Università della Svizzera italiana,Switzerland,"3,266",12.5,66%,47:53:00,51.2–54.3,28.0,23.3,91.4,55.7,99.5,46.0107,8.9582
201–250,University of Tartu,,"9,235",12.0,13%,68:32:00,51.2–54.3,26.8,33.1,92.4,45.6,65.4,,
201–250,Tel Aviv University,Israel,"23,834",23.0,7%,57:43:00,51.2–54.3,39.4,51.2,72.0,43.8,56.0,32.1133,34.8044
201–250,Tohoku University,Japan,"17,812",12.4,14%,28 : 72,51.2–54.3,59.1,62.3,36.8,94.5,51.1,38.2538,140.8741
201–250,University College Dublin,Ireland,"23,361",21.3,31%,,51.2–54.3,32.6,40.3,73.9,46.9,94.2,53.3065,-6.2187
201–250,Vita-Salute San Raffaele University,Italy,"3,560",15.1,5%,61:39:00,51.2–54.3,37.6,27.8,99.7,38.2,45.2,,
201–250,Vrije Universiteit Brussel,Belgium,"14,284",33.6,23%,57:43:00,51.2–54.3,36.6,43.6,67.4,60.1,77.3,,
201–250,University of Waterloo,Canada,"34,306",23.2,23%,48:52:00,51.2–54.3,36.8,46.4,71.0,47.3,87.5,43.4723,-80.5449
201–250,Western University,,"29,747",29.5,22%,56:44:00,51.2–54.3,40.7,42.1,67.9,79.9,85.6,43.0096,-81.2737
201–250,Western Sydney University,Australia,"36,033",40.3,22%,58:42:00,51.2–54.3,25.8,31.7,87.6,44.1,87.9,,
201–250,University of Wollongong,Australia,"17,440",29.1,27%,54:46:00,51.2–54.3,31.4,38.2,74.8,57.2,94.0,-34.4053,150.8778
251–300,Aalborg University,Denmark,"16,818",14.7,14%,,48.9–51.1,29.5,43.3,73.2,51.5,76.4,57.014,9.9846
251–300,Auckland University of Technology,,"18,837",17.3,49%,59:41:00,48.9–51.1,20.8,21.3,97.4,39.4,96.4,-36.8536,174.7665
251–300,Australian Catholic University,Australia,"23,728",39.1,15%,75:25:00,48.9–51.1,18.3,25.9,98.3,38.4,79.9,-37.8073,144.9781
251–300,University of Bath,United Kingdom,"14,955",15.4,34%,46:54:00,48.9–51.1,32.2,33.8,73.8,39.9,93.4,51.3782,-2.3264
251–300,Beijing Normal University,China,"24,416",14.3,10%,,48.9–51.1,50.7,43.8,59.5,64.3,41.4,39.962,116.3663
251–300,Bond University,Australia,"3,214",10.9,39%,54:46:00,48.9–51.1,21.6,21.8,99.9,38.3,81.8,-28.0731,153.4166
251–300,Boston College,United States,"12,755",14.5,12%,54:46:00,48.9–51.1,48.6,31.5,74.9,37.4,48.5,42.3355,-71.1685
251–300,Bournemouth University,United Kingdom,"13,825",18.6,21%,53:47:00,48.9–51.1,32.6,20.7,88.4,37.5,84.0,50.7435,-1.8983
251–300,Brighton and Sussex Medical School,United Kingdom,"1,015",20.3,17%,60:40:00,48.9–51.1,15.7,25.4,99.8,36.9,81.1,50.8642,-0.0857
251–300,"University of California, Riverside",United States,"24,515",18.6,14%,53:47:00,48.9–51.1,33.0,32.7,81.4,41.7,65.3,33.9737,-117.3281
251–300,University of Canberra,Australia,"10,785",35.5,26%,,48.9–51.1,20.0,32.0,92.6,43.0,88.1,-35.2381,149.0838
251–300,Chalmers University of Technology,Sweden,"9,513",13.8,19%,32 : 68,48.9–51.1,34.9,44.5,64.4,66.0,77.4,57.6898,11.9742
251–300,"China Medical University, Taiwan",Taiwan,"7,284",15.5,9%,56:44:00,48.9–51.1,24.1,32.0,92.8,93.1,47.6,24.1561,120.6804
251–300,Copenhagen Business School,Denmark,"16,547",27.7,24%,48:52:00,48.9–51.1,21.5,31.0,90.9,43.9,93.6,55.6816,12.5297
251–300,Deakin University,Australia,"43,080",33.9,25%,58:42:00,48.9–51.1,25.0,33.0,83.2,44.6,88.7,-37.846,145.1106
251–300,University of Duisburg-Essen,Germany,"41,618",43.7,19%,49:51:00,48.9–51.1,34.0,35.5,79.9,64.5,60.9,51.4278,6.7996
251–300,Heinrich Heine University Düsseldorf,Germany,"29,365",32.8,12%,58:42:00,48.9–51.1,34.7,32.3,80.1,44.1,59.3,51.1913,6.7941
251–300,École des Ponts ParisTech,France,"1,959",10.0,37%,32 : 68,48.9–51.1,34.4,29.4,79.5,50.1,83.6,,
251–300,Goethe University Frankfurt,Germany,"30,082",12.7,14%,58:42:00,48.9–51.1,33.7,32.9,76.4,44.8,65.6,50.1271,8.6678
251–300,Griffith University,,"35,900",32.9,17%,59:41:00,48.9–51.1,27.1,35.8,76.4,52.8,83.2,-27.5538,153.0579
251–300,University of Hawai’i at Mānoa,United States,"14,628",10.7,11%,56:44:00,48.9–51.1,39.8,41.7,66.0,40.4,66.9,21.2998,-157.8148
251–300,Hebrew University of Jerusalem,Israel,"16,175",11.3,5%,57:43:00,48.9–51.1,42.1,41.8,65.3,42.8,59.5,31.7946,35.2414
251–300,University of Illinois Chicago,United States,"28,724",11.3,19%,54:46:00,48.9–51.1,43.0,32.4,74.6,45.4,53.1,41.8686,-87.6484
251–300,Indian Institute of Science,India,"3,990",8.8,1%,27 : 73,48.9–51.1,60.5,56.9,33.1,80.1,28.0,13.0144,77.5677
251–300,Johannes Gutenberg University of Mainz,Germany,"30,856",25.5,12%,59:41:00,48.9–51.1,36.7,28.8,80.5,57.6,58.5,49.9926,8.2416
251–300,University of Kiel,Germany,"27,911",22.7,9%,53:47:00,48.9–51.1,31.5,32.7,84.5,36.9,57.1,54.3435,10.1149
251–300,King Saud University,Saudi Arabia,"33,931",10.6,14%,44:56:00,48.9–51.1,27.0,32.9,76.3,86.3,85.4,24.7222,46.6259
251–300,Kyung Hee University,,"20,504",17.7,27%,55:45:00,48.9–51.1,37.4,41.8,62.9,89.6,67.8,37.5966,127.0518
251–300,La Trobe University,,"21,663",27.4,33%,63:37:00,48.9–51.1,25.9,32.9,83.2,51.8,88.4,-37.7207,145.0472
251–300,Université Laval,Canada,"28,611",16.9,15%,58:42:00,48.9–51.1,40.1,35.8,67.8,68.7,72.4,46.7817,-71.2747
251–300,Linköping University,Sweden,"15,026",14.4,15%,52:48:00,48.9–51.1,23.5,39.8,78.0,61.8,70.8,58.3978,15.576
251–300,University of Navarra,Spain,"11,466",14.7,27%,54:46:00,48.9–51.1,30.7,30.3,84.7,66.2,72.5,,
251–300,Oregon Health and Science University,United States,"3,035",1.0,3%,67:33:00,48.9–51.1,36.4,19.8,99.4,52.0,29.4,,
251–300,Osaka University,Japan,"22,485",10.5,10%,33 : 67,48.9–51.1,54.3,60.9,31.8,96.4,42.2,34.822,135.5245
251–300,University of Pavia,Italy,"20,027",34.9,10%,57:43:00,48.9–51.1,38.6,33.7,75.0,46.5,47.2,45.1867,9.1571
251–300,Queen’s University,,"26,556",26.2,17%,59:41:00,48.9–51.1,39.9,38.0,60.9,72.0,72.7,44.2253,-76.4951
251–300,Ruhr University Bochum,Germany,"38,441",48.5,15%,50:50:00,48.9–51.1,40.4,47.2,57.6,52.3,54.1,51.4469,7.2617
251–300,Sejong University,South Korea,"12,356",20.8,13%,48:52:00,48.9–51.1,27.3,29.3,93.8,55.6,58.8,37.5518,127.0736
251–300,University of Sharjah,United Arab Emirates,"12,933",19.2,55%,67:33:00,48.9–51.1,20.5,21.3,96.8,41.4,99.3,25.2868,55.4783
251–300,Simon Fraser University,,"26,981",27.5,31%,54:46:00,48.9–51.1,27.8,36.8,76.3,52.0,92.0,49.2781,-122.9199
251–300,University of Southern Denmark,Denmark,"18,471",10.2,14%,53:47:00,48.9–51.1,24.7,32.4,85.3,72.3,78.9,55.369,10.4282
251–300,Stellenbosch University,,"24,907",25.9,8%,56:44:00,48.9–51.1,30.5,36.9,82.2,71.0,54.0,-33.9328,18.8644
251–300,Sun Yat-sen University,China,"57,951",15.1,5%,49:51:00,48.9–51.1,44.9,37.4,74.8,59.3,31.3,23.0965,113.2989
251–300,Swansea University,United Kingdom,"17,490",15.4,22%,47:53:00,48.9–51.1,24.9,28.2,91.5,39.3,83.6,51.6092,-3.98
251–300,Tilburg University,,"11,876",29.9,20%,51:49:00,48.9–51.1,34.3,46.6,61.7,50.6,84.5,51.5639,5.0434
251–300,Tongji University,China,"30,153",10.8,12%,46:54:00,48.9–51.1,43.4,52.3,46.1,97.8,53.1,31.2627,121.4599
251–300,University of Twente,Netherlands,"9,816",14.7,37%,37 : 63,48.9–51.1,34.3,46.4,57.2,80.5,94.5,52.2397,6.8498
251–300,United Arab Emirates University,,"7,121",10.9,17%,80:20:00,48.9–51.1,24.7,29.8,82.3,72.5,88.8,24.2006,55.676
251–300,University of Utah,United States,"30,967",13.6,8%,48:52:00,48.9–51.1,39.9,34.9,81.7,57.5,33.9,40.7649,-111.8421
251–300,Virginia Polytechnic Institute and State University,,"36,512",18.5,14%,43:57:00,48.9–51.1,39.3,36.2,73.7,47.4,56.8,37.2284,-80.4234
251–300,University of the Witwatersrand,,"26,871",23.6,7%,56:44:00,48.9–51.1,31.5,44.3,67.9,100.0,73.1,-26.1929,28.0305
301–350,Abu Dhabi University,United Arab Emirates,"3,926",18.1,60%,51:49:00,47.0–48.7,32.3,15.4,83.1,36.9,98.5,24.3653,54.563
301–350,Aix-Marseille University,France,"70,054",17.4,13%,60:40:00,47.0–48.7,40.5,24.9,72.3,41.5,63.2,43.2922,5.3591
301–350,Alfaisal University,,"2,851",10.2,32%,59:41:00,47.0–48.7,20.2,22.1,91.6,43.4,96.7,24.6646,46.677
301–350,Anglia Ruskin University (ARU),United Kingdom,"20,285",27.8,46%,64:36:00,47.0–48.7,18.2,16.3,99.0,37.2,91.1,52.2033,0.1345
301–350,Autonomous University of Madrid,Spain,"29,327",13.2,12%,61:39:00,47.0–48.7,31.3,31.2,80.8,40.0,51.2,40.5467,-3.6944
301–350,University of Bordeaux,,"53,755",22.4,13%,59:41:00,47.0–48.7,31.6,27.8,79.5,39.5,59.9,44.8245,-0.6059
301–350,Brandeis University,United States,"5,427",13.1,28%,59:41:00,47.0–48.7,28.5,23.1,90.3,37.3,55.5,42.3654,-71.2586
301–350,Universiti Brunei Darussalam,Brunei Darussalam,"3,641",10.8,14%,66:34:00,47.0–48.7,26.0,22.6,83.2,40.1,85.2,4.9727,114.894
301–350,University at Buffalo,United States,"27,393",18.0,15%,45:55:00,47.0–48.7,38.7,33.7,67.7,47.1,63.7,43.0008,-78.789
301–350,"University of California, Merced",United States,"9,185",20.1,10%,52:48:00,47.0–48.7,22.9,23.5,96.0,42.2,47.3,37.3647,-120.4241
301–350,University of Colorado Denver/Anschutz Medical Campus,United States,"17,224",3.8,8%,57:43:00,47.0–48.7,30.1,20.3,97.0,42.9,31.5,39.7454,-104.8379
301–350,Dalhousie University,,"16,901",14.8,28%,55:45:00,47.0–48.7,28.1,30.9,74.3,45.0,89.0,44.6356,-63.5952
301–350,Drexel University,United States,"19,304",12.5,14%,51:49:00,47.0–48.7,40.8,26.0,76.4,48.8,50.1,39.9566,-75.1899
301–350,École Normale Supérieure de Lyon,France,"2,171",8.6,11%,47:53:00,47.0–48.7,46.9,46.2,47.4,56.6,62.1,45.7333,4.8334
301–350,University of Essex,United Kingdom,"14,335",15.3,40%,54:46:00,47.0–48.7,31.0,32.4,71.0,37.9,96.4,51.8777,0.9472
301–350,Flinders University,Australia,"17,027",27.9,36%,65:35:00,47.0–48.7,27.3,33.1,75.8,43.0,89.8,-35.0253,138.57
301–350,Florida State University,United States,"39,380",24.0,7%,57:43:00,47.0–48.7,40.2,37.3,67.5,40.1,47.8,30.4419,-84.2985
301–350,University of Galway,Ireland,"15,109",26.1,20%,60:40:00,47.0–48.7,29.7,32.7,71.2,45.7,82.8,53.2792,-9.0617
301–350,George Mason University,United States,"32,157",18.1,12%,53:47:00,47.0–48.7,30.7,26.8,84.0,37.8,50.0,38.8315,-77.3117
301–350,Hasselt University,Belgium,"5,683",31.1,14%,49:51:00,47.0–48.7,33.4,39.5,63.3,57.3,70.2,50.9335,5.342
301–350,University of Iowa,United States,"29,257",11.1,8%,54:46:00,47.0–48.7,42.5,31.6,70.7,51.0,46.2,41.6627,-91.555
301–350,Lappeenranta-Lahti University of Technology LUT,Finland,"4,609",30.3,12%,33 : 67,47.0–48.7,27.8,32.7,77.2,52.1,59.8,61.065,28.0943
301–350,University of Milan,Italy,"47,512",21.2,7%,60:40:00,47.0–48.7,32.6,30.4,82.5,40.5,43.5,45.4603,9.1941
301–350,University of Milan-Bicocca,Italy,"29,057",29.2,5%,62:38:00,47.0–48.7,24.9,25.9,93.6,40.8,43.0,45.5183,9.2138
301–350,Montpellier University,France,"40,179",20.1,15%,54:46:00,47.0–48.7,35.2,33.6,72.1,39.9,62.2,43.6158,3.8721
301–350,Nagoya University,Japan,"15,224",12.8,12%,30 : 70,47.0–48.7,48.4,54.1,39.7,99.2,35.8,35.1539,136.9682
301–350,Nankai University,China,"31,322",11.3,5%,,47.0–48.7,39.7,24.9,79.4,46.2,40.7,39.1039,117.1742
301–350,University of Otago,New Zealand,"18,508",19.7,19%,60:40:00,47.0–48.7,32.4,34.5,70.2,38.8,88.0,-45.8647,170.5144
301–350,University of Oulu,,"10,134",19.8,7%,54:46:00,47.0–48.7,28.4,35.8,75.2,46.9,57.5,65.0593,25.4663
301–350,Politecnico di Milano,,"37,532",25.4,18%,,47.0–48.7,39.0,45.3,56.4,74.6,62.0,,
301–350,Reykjavík University,Iceland,"2,757",22.9,8%,47:53:00,47.0–48.7,15.5,21.5,99.9,38.1,71.4,64.1238,-21.9269
301–350,RMIT University,Australia,"32,692",23.6,34%,48:52:00,47.0–48.7,29.4,32.7,71.8,47.6,93.6,-37.8083,144.9639
301–350,University of St Gallen,Switzerland,"8,065",12.2,34%,35 : 65,47.0–48.7,28.2,20.4,80.0,47.4,95.9,47.4322,9.3756
301–350,Saint Louis University,United States,"10,798",7.4,7%,60:40:00,47.0–48.7,39.6,15.8,89.4,39.8,34.7,38.6348,-90.2336
301–350,University of South Australia,,"23,490",32.9,21%,58:42:00,47.0–48.7,23.0,36.1,70.4,79.5,87.5,,
301–350,University of Southern Queensland,Australia,"12,150",26.0,18%,62:38:00,47.0–48.7,24.6,24.3,85.5,41.5,79.8,-27.6045,151.9302
301–350,Stony Brook University,United States,"25,411",10.6,22%,52:48:00,47.0–48.7,33.8,26.8,76.1,38.1,69.5,40.9081,-73.1204
301–350,University of Stuttgart,Germany,"16,054",26.5,19%,34 : 66,47.0–48.7,44.8,48.6,47.5,88.0,53.5,48.7815,9.1724
301–350,Swinburne University of Technology,Australia,"15,327",25.6,25%,38 : 62,47.0–48.7,25.2,31.1,81.8,45.2,81.5,-37.8222,145.039
301–350,Taipei Medical University,,"5,946",9.1,10%,58:42:00,47.0–48.7,44.4,32.2,63.1,93.1,45.8,25.0253,121.5614
301–350,Tampere University,Finland,"15,855",20.6,6%,54:46:00,47.0–48.7,26.6,35.9,76.9,56.1,51.1,61.4941,23.7792
301–350,University of Tasmania,Australia,"18,264",22.9,36%,60:40:00,47.0–48.7,27.1,34.8,71.5,48.1,91.1,-42.9041,147.3248
301–350,Technical University of Darmstadt,Germany,"15,526",37.1,18%,34 : 66,47.0–48.7,43.3,48.2,43.8,80.7,59.6,49.8749,8.6564
301–350,Temple University,United States,"35,641",12.5,8%,54:46:00,47.0–48.7,37.4,23.1,83.5,40.2,38.6,39.9812,-75.1554
301–350,The University of Tennessee-Knoxville,United States,"27,308",16.7,4%,,47.0–48.7,35.6,28.4,79.0,45.1,46.7,35.9544,-83.9295
301–350,Tokyo Institute of Technology,Japan,"9,878",9.5,17%,0.725,47.0–48.7,49.7,58.2,31.0,80.0,50.0,35.6046,139.6839
301–350,University College Cork,Ireland,"17,925",20.8,20%,59:41:00,47.0–48.7,24.2,28.8,83.7,47.2,84.3,51.8935,-8.4921
301–350,University of Victoria,Canada,"20,936",24.6,21%,55:45:00,47.0–48.7,24.7,33.7,75.5,45.7,86.8,48.4631,-123.3122
351–400,American University of Beirut,Lebanon,"9,267",8.7,22%,51:49:00,45.0–46.9,24.7,14.8,89.6,43.0,78.7,33.9008,35.4807
351–400,"Asia University, Taiwan",Taiwan,"11,421",30.3,7%,62:38:00,45.0–46.9,18.2,36.5,76.1,97.2,52.5,24.0461,120.6874
351–400,Ateneo de Manila University,Philippines,"13,159",10.0,4%,51:49:00,45.0–46.9,32.4,9.5,97.0,37.6,31.8,14.6399,121.0785
351–400,"Birkbeck, University of London",United Kingdom,"8,060",16.6,40%,56:44:00,45.0–46.9,30.4,33.3,66.8,37.2,90.7,51.5219,-0.1303
351–400,University of Bremen,Germany,"12,635",20.1,14%,53:47:00,45.0–46.9,36.4,38.6,59.0,48.3,59.7,53.1065,8.8553
351–400,University of Brescia,Italy,"15,133",24.6,7%,46:54:00,45.0–46.9,26.4,18.8,95.2,40.2,42.5,45.5378,10.2173
351–400,University of Cape Coast,,"28,451",35.5,0%,33 : 67,45.0–46.9,17.4,20.7,99.1,63.4,44.7,5.1155,-1.2909
351–400,Catholic University of Portugal,Portugal,"11,213",22.2,21%,63:37:00,45.0–46.9,20.2,19.2,97.8,38.8,62.8,38.7493,-9.166
351–400,Central South University,China,"56,344",20.4,4%,,45.0–46.9,31.8,41.2,65.7,93.4,26.3,28.1644,112.9325
351–400,Charles Darwin University,Australia,"7,246",34.5,30%,69:31:00,45.0–46.9,22.7,33.2,72.4,45.9,79.8,-12.372,130.8689
351–400,"City, University of London",United Kingdom,"15,460",18.2,51%,57:43:00,45.0–46.9,25.6,29.3,69.0,38.3,95.0,51.528,-0.1025
351–400,University of Delaware,United States,"21,808",16.3,12%,57:43:00,45.0–46.9,28.8,39.0,64.9,91.4,51.5,39.678,-75.7506
351–400,East China Normal University,China,"28,055",14.7,11%,64:36:00,45.0–46.9,37.5,32.6,62.0,54.4,54.7,31.2277,121.4068
351–400,Edith Cowan University,,"18,759",30.4,28%,60:40:00,45.0–46.9,20.1,25.3,80.4,40.7,87.4,-31.7525,115.7728
351–400,Golestan University of Medical Sciences,Iran,"3,721",11.5,11%,60:40:00,45.0–46.9,33.7,8.9,100.0,37.0,33.3,36.8375,54.3553
351–400,University of Greifswald,Germany,"10,291",20.6,8%,58:42:00,45.0–46.9,31.9,26.9,77.6,42.0,56.7,54.095,13.3746
351–400,University of Hail,Saudi Arabia,"19,366",11.2,10%,63:37:00,45.0–46.9,18.0,9.2,98.7,42.8,82.3,,
351–400,Harbin Institute of Technology,China,"30,542",10.5,6%,,45.0–46.9,44.2,46.9,49.0,99.6,27.6,45.747,126.6334
351–400,Howard University,United States,"8,782",8.2,6%,70:30:00,45.0–46.9,45.7,17.6,79.2,36.9,34.3,38.9227,-77.0194
351–400,Imam Mohammad Ibn Saud Islamic University,Saudi Arabia,"43,110",10.8,3%,39 : 61,45.0–46.9,29.6,17.7,89.6,40.6,65.1,24.8114,46.7013
351–400,IMT Atlantique,France,"1,436",7.7,33%,25 : 75,45.0–46.9,37.3,35.8,50.1,90.6,77.2,47.2825,-1.52
351–400,James Cook University,Australia,"12,825",20.1,32%,62:38:00,45.0–46.9,23.3,28.2,78.0,43.4,93.8,-19.3259,146.7567
351–400,JSS Academy of Higher Education and Research,India,"7,891",9.5,7%,54:46:00,45.0–46.9,34.4,9.4,99.3,38.4,35.2,12.3439,76.654
351–400,University of Kent,United Kingdom,"16,705",17.0,29%,54:46:00,45.0–46.9,27.9,29.5,67.6,37.4,92.0,51.2967,1.063
351–400,Khalifa University,,"3,029",8.8,22%,58:42:00,45.0–46.9,31.2,37.1,56.2,94.2,92.8,24.4474,54.3949
351–400,Kurdistan University of Medical Sciences,Iran,"3,181",10.5,2%,49:51:00,45.0–46.9,36.1,9.8,98.4,37.6,23.7,35.2842,47.0015
351–400,Leuphana University of Lüneburg,Germany,"7,839",26.1,7%,62:38:00,45.0–46.9,25.2,22.1,90.0,38.9,54.3,53.229,10.4014
351–400,University of Liège,Belgium,"21,910",26.8,21%,58:42:00,45.0–46.9,26.8,38.4,62.2,85.7,72.4,50.6408,5.5761
351–400,Loughborough University,United Kingdom,"15,815",13.8,29%,41:59:00,45.0–46.9,32.2,32.6,61.0,40.3,88.6,52.765,-1.2321
351–400,University of Malaya,Malaysia,"18,320",9.8,18%,58:42:00,45.0–46.9,37.4,32.6,61.2,42.7,82.7,3.1219,101.657
351–400,University of Manitoba,Canada,"29,561",29.4,20%,54:46:00,45.0–46.9,32.7,31.2,75.0,38.2,56.6,49.8075,-97.1366
351–400,Mazandaran University of Medical Sciences,Iran,"7,845",15.1,1%,57:43:00,45.0–46.9,41.8,11.1,93.3,42.1,21.4,36.7332,53.0933
351–400,University of Naples Federico II,Italy,"53,319",20.2,2%,55:45:00,45.0–46.9,34.0,28.3,77.5,42.6,32.3,40.8454,14.2578
351–400,University of New Mexico (Main campus),United States,"18,046",16.9,5%,56:44:00,45.0–46.9,34.7,29.3,74.5,39.0,37.6,35.0843,-106.6198
351–400,North Carolina State University,United States,"31,540",16.6,14%,48:52:00,45.0–46.9,40.9,38.2,59.7,47.5,54.8,35.7851,-78.6813
